"","ID","COUNTRY_NAME","ISO2","ADMIN1","ADMIN2","SITE_NAME","SITE_CODE","LATITUDE","LONGITUDE","TEST_TYPE","INSECTICIDE_CLASS","INSECTICIDE_CONC","INSECTICIDE_INTENSITY","INSECTICIDE_TYPE","YEAR_START","VECTOR_SPECIES","STAGE_ORIGIN","MOSQUITO_NUMBER","TIME_HOLDING_POSTEXPOSURE","MORTALITY_ADJUSTED","RESISTANCE_INTENSITY","DATA_SOURCE","CITATION","CITATION_URL","DATA_CURATOR"
"751","IR000051256","Mali","ML","Koulikoro","Fana","Fana","IRML14",12.7771,-6.9592,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,48,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"752","IR000051258","Mali","ML","Koulikoro","Fana","Fana","IRML14",12.7771,-6.9592,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,36,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"753","IR000051260","Mali","ML","Koulikoro","Fana","Fana","IRML14",12.7771,-6.9592,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,74,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"754","IR000051259","Mali","ML","Koulikoro","Fana","Fana","IRML14",12.7771,-6.9592,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,70,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"755","IR000051261","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,7,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"756","IR000051263","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,61,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"757","IR000051264","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,6,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"758","IR000051266","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,85,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"759","IR000051270","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,74,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"760","IR000051272","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,97,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"761","IR000051271","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,87,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"762","IR000051273","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,78,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"763","IR000051275","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,91,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"764","IR000051276","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,6,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"765","IR000051278","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,68,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"766","IR000051279","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,84,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"767","IR000051281","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,88,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"768","IR000051280","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,61,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"769","IR000051282","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,26,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"770","IR000051284","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,83,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"771","IR000051283","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,61,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"772","IR000051285","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,47,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"773","IR000051287","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,64,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"774","IR000051288","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",2.15,"Low","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,4,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"775","IR000051290","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",2.15,"High","Permethrin",2017,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,60,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"776","IR000051291","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,62,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"777","IR000051293","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,71,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"778","IR000051292","Mali","ML","Kayes","Kita","Kita","IRML21",13.04114,-9.484723,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2016,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",30,77,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"779","IR000051408","Mali","ML","Bamako","Commune Iii","Bamako","IRML1",12.65001,-7.99986,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,80,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"780","IR000051459","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,18,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"781","IR000051460","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,90,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"782","IR000051461","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,96,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"783","IR000051462","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,20,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"784","IR000051463","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,85,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"785","IR000051464","Mali","ML","Sikasso","Kadiolo","Kadiolo","IRML19",10.557084,-5.75997,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,98,"Low intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"786","IR000051465","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.05,"Low","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,9,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"787","IR000051466","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,24,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"788","IR000051467","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,54,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"789","IR000051468","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,38,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"790","IR000051469","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,73,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"791","IR000051470","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,85,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"792","IR000051471","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,48,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"793","IR000051472","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,85,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"794","IR000051473","Mali","ML","Koulikoro","Kati","Kati","IRML20",12.744044,-8.066511,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,92,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"795","IR000051474","Mali","ML","Kayes","Kayes","Kayes","IRML45",14.44693,-11.44448,"WHO tube test","Pyrethroids",0.05,"Low","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,79,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"796","IR000051475","Mali","ML","Kayes","Kayes","Kayes","IRML45",14.44693,-11.44448,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,89,"Moderate to high intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"797","IR000051476","Mali","ML","Kayes","Kayes","Kayes","IRML45",14.44693,-11.44448,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,97,"High intensity","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
"798","IR000051477","Mali","ML","Kayes","Kayes","Kayes","IRML45",14.44693,-11.44448,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","100",24,65,"N/A","Not available","Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/","World Health Organization"
