ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IR000051477,Mali,ML,Kayes,Kayes,Kayes,IRML45,14.446930,-11.444480,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,65.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051478,Mali,ML,Kayes,Kayes,Kayes,IRML45,14.446930,-11.444480,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,82.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051479,Mali,ML,Kayes,Kayes,Kayes,IRML45,14.446930,-11.444480,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,97.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051480,Mali,ML,Kayes,Kayes,Kayes,IRML45,14.446930,-11.444480,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,76.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051481,Mali,ML,Kayes,Kayes,Kayes,IRML45,14.446930,-11.444480,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,82.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051482,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,35.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051483,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,45.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051484,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,60.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051485,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,23.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051486,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,38.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051487,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,56.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051488,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,23.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051489,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,35.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051490,Mali,ML,Kayes,Kita,Kita,IRML21,13.041140,-9.484723,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,100.00,Low intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051491,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,10.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051492,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,40.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051493,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,60.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051494,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,15.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051495,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,68.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051496,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,88.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051497,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,32.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051498,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,74.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051499,Mali,ML,Koulikoro,Koulikoro,Koulikoro,IRML22,12.866660,-7.566660,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,85.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051500,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,8.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051501,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,40.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051502,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,71.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051503,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,28.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051504,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,80.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051505,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,97.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051506,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,45.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051507,Mali,ML,Mopti,Mopti,Mopti,IRML26,14.493410,-4.200970,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,92.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051508,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,20.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051509,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,63.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051510,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,82.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051511,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,38.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051512,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,85.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051513,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,95.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051514,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,32.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051515,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,88.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051516,Mali,ML,Segou,Niono,Niono,IRML29,14.223544,-5.976456,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,97.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051517,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,35.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051518,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,54.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051519,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.5%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,74.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051520,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,52.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051521,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,88.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051522,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,7.5%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,97.00,High intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051523,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,66.00,N/A,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051524,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,88.00,Moderate to high intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
IR000051525,Mali,ML,Sikasso,Selingue,Selingue,IRML33,11.619100,-8.233800,WHO tube test,Pyrethroids,0.5%,10,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24HRS,98.00,Low intensity,Not available,Sovi et al. (2020) Anopheles gambiae (s.l.) exhibit high intensity pyrethroid resistance throughout Southern and Central Mali (2016–2018): PBO or next generation LLINs may provide greater control. Parasit Vectors. 2020; 13: 239.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206711/,World Health Organization
